case,element_id,element_type,associated_branch,failure_rate_lambda_per_year,repair_time_h,restoration_time_h,users_affected,load_affected_kW,source_file,notes,data_status
real_system_anonymized,96,branch,96,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,97,branch,97,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,98,branch,98,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,99,branch,99,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,100,branch,100,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,101,branch,101,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,102,branch,102,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,103,branch,103,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,104,branch,104,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,105,branch,105,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,106,branch,106,8.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,107,branch,107,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,108,branch,108,5.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,109,branch,109,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,110,branch,110,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,111,branch,111,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,112,branch,112,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,113,branch,113,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,114,branch,114,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,115,branch,115,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,116,branch,116,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,117,branch,117,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,118,branch,118,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,119,branch,119,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,120,branch,120,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,121,branch,121,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,122,branch,122,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,123,branch,123,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,124,branch,124,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,125,branch,125,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,126,branch,126,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,127,branch,127,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,128,branch,128,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,129,branch,129,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,130,branch,130,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
real_system_anonymized,131,branch,131,2.0,0.3659,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,data/real_system_anonymized/public_sanitized_source,"failure_rate_lambda_per_year imported from Excel sheet sanitized_reliability_sheet, column P (zero-based index 15), validated against workbook formulas.",SOURCE
